state1,state2,distance_km
Ohio,Montana,2277.99
Ohio,Nebraska,1436.7
Ohio,Nevada,2881.88
Ohio,New Hampshire,1001.74
Ohio,New Jersey,690.9
Ohio,New Mexico,2159.33
Ohio,New York,673.9
Ohio,North Carolina,604.34
Ohio,North Dakota,1622.93
Ohio,Ohio,0.0
Ohio,Oklahoma,1391.3
Ohio,Oregon,3122.02
Ohio,Pennsylvania,427.84
Ohio,Rhode Island,957.53
Ohio,South Carolina,726.65
Ohio,South Dakota,1505.01
Ohio,Tennessee,582.11
Ohio,Texas,1780.17
Ohio,Utah,2464.65
Ohio,Vermont,935.42
Ohio,Virginia,459.26
Ohio,Washington,3096.47
Ohio,West Virginia,261.28
Ohio,Wisconsin,763.03
Ohio,Wyoming,2076.78
Oklahoma,Alabama,1030.76
Oklahoma,Alaska,4817.16
Oklahoma,Arizona,1301.3
Oklahoma,Arkansas,466.17
Oklahoma,California,1975.15
Oklahoma,Colorado,807.65
Oklahoma,Connecticut,2249.8
Oklahoma,Delaware,1980.93
Oklahoma,District of Columbia,1849.78
Oklahoma,Florida,1613.33
Oklahoma,Georgia,1335.67
Oklahoma,Hawaii,5947.67
Oklahoma,Idaho,1750.93
Oklahoma,Illinois,881.47
Oklahoma,Indiana,1096.63
Oklahoma,Iowa,799.13
Oklahoma,Kansas,331.86
Oklahoma,Kentucky,1111.74
Oklahoma,Louisiana,716.19
Oklahoma,Maine,2612.32
Oklahoma,Maryland,1870.56
Oklahoma,Massachusetts,2336.71
Oklahoma,Michigan,1415.39
Oklahoma,Minnesota,1217.07
Oklahoma,Mississippi,787.66
Oklahoma,Missouri,543.41
Oklahoma,Montana,1625.05
Oklahoma,Nebraska,690.07
Oklahoma,Nevada,1739.6
Oklahoma,New Hampshire,2386.62
Oklahoma,New Jersey,2065.05
Oklahoma,New Mexico,797.34
Oklahoma,New York,2056.57
Oklahoma,North Carolina,1639.01
Oklahoma,North Dakota,1340.23
Oklahoma,Ohio,1391.3
Oklahoma,Oklahoma,0.0
Oklahoma,Oregon,2172.88
Oklahoma,Pennsylvania,1816.78
Oklahoma,Rhode Island,2347.15
Oklahoma,South Carolina,1529.16
Oklahoma,South Dakota,1010.38
Oklahoma,Tennessee,1008.16
Oklahoma,Texas,487.05
Oklahoma,Utah,1318.78
Oklahoma,Vermont,2312.87
Oklahoma,Virginia,1679.75
Oklahoma,Washington,2307.58
Oklahoma,West Virginia,1534.88
Oklahoma,Wisconsin,1188.51
Oklahoma,Wyoming,1193.73
Oregon,Alabama,3169.69
Oregon,Alaska,2996.37
Oregon,Arizona,1318.2
Oregon,Arkansas,2604.83
Oregon,California,755.13
Oregon,Colorado,1365.96
Oregon,Connecticut,3867.57
Oregon,Delaware,3756.52
Oregon,District of Columbia,3639.68
Oregon,Florida,3777.13
Oregon,Georgia,3445.64
Oregon,Hawaii,4222.79
Oregon,Idaho,477.86
Oregon,Illinois,2618.32
Oregon,Indiana,2857.82
Oregon,Iowa,2206.22
Oregon,Kansas,1948.53
Oregon,Kentucky,3037.02
Oregon,Louisiana,2879.73
Oregon,Maine,4003.63
Oregon,Maryland,3651.23
Oregon,Massachusetts,3914.94
Oregon,Michigan,2791.05
Oregon,Minnesota,2072.84
Oregon,Mississippi,2950.11
Oregon,Missouri,2425.98
Oregon,Montana,920.65
Oregon,Nebraska,1716.3
Oregon,Nevada,606.98
Oregon,New Hampshire,3881.6
Oregon,New Jersey,3771.55
Oregon,New Mexico,1631.85
Oregon,New York,3601.19
Oregon,North Carolina,3608.99
Oregon,North Dakota,1608.11
Oregon,Ohio,3122.02
Oregon,Oklahoma,2172.88
Oregon,Oregon,0.0
Oregon,Pennsylvania,3496.85
Oregon,Rhode Island,3956.88
Oregon,South Carolina,3575.7
Oregon,South Dakota,1622.37
Oregon,Tennessee,3035.24
Oregon,Texas,2315.61
Oregon,Utah,900.8
Oregon,Vermont,3785.5
Oregon,Virginia,3555.22
Oregon,Washington,383.44
Oregon,West Virginia,3362.92
Oregon,Wisconsin,2426.8
Oregon,Wyoming,1056.62
Pennsylvania,Alabama,1205.48
Pennsylvania,Alaska,5282.75
Pennsylvania,Arizona,3059.03
Pennsylvania,Arkansas,1446.64
Pennsylvania,California,3597.23
Pennsylvania,Colorado,2370.89
Pennsylvania,Connecticut,433.02
Pennsylvania,Delaware,287.1
Pennsylvania,District of Columbia,228.59
Pennsylvania,Florida,1423.26
Pennsylvania,Georgia,1043.13
Pennsylvania,Hawaii,7621.87
Pennsylvania,Idaho,3019.29
Pennsylvania,Illinois,970.42
Pennsylvania,Indiana,728.15
Pennsylvania,Iowa,1315.91
Pennsylvania,Kansas,1781.0
Pennsylvania,Kentucky,746.4
Pennsylvania,Louisiana,1676.63
Pennsylvania,Maine,855.87
Pennsylvania,Maryland,220.0
Pennsylvania,Massachusetts,522.61
Pennsylvania,Michigan,733.3
Pennsylvania,Minnesota,1458.39
Pennsylvania,Mississippi,1389.77
Pennsylvania,Missouri,1287.78
Pennsylvania,Montana,2625.19
Pennsylvania,Nebraska,1841.24
Pennsylvania,Nevada,3288.2
Pennsylvania,New Hampshire,599.76
Pennsylvania,New Jersey,275.68
Pennsylvania,New Mexico,2587.16
Pennsylvania,New York,297.81
Pennsylvania,North Carolina,606.91
Pennsylvania,North Dakota,1945.6
Pennsylvania,Ohio,427.84
Pennsylvania,Oklahoma,1816.78
Pennsylvania,Oregon,3496.85
Pennsylvania,Pennsylvania,0.0
Pennsylvania,Rhode Island,530.41
Pennsylvania,South Carolina,819.65
Pennsylvania,South Dakota,1874.56
Pennsylvania,Tennessee,931.41
Pennsylvania,Texas,2191.59
Pennsylvania,Utah,2875.72
Pennsylvania,Vermont,551.02
Pennsylvania,Virginia,383.6
Pennsylvania,Washington,3443.54
Pennsylvania,West Virginia,346.7
Pennsylvania,Wisconsin,1080.23
Pennsylvania,Wyoming,2465.59
Rhode Island,Alabama,1672.67
Rhode Island,Alaska,5508.95
Rhode Island,Arizona,3584.01
Rhode Island,Arkansas,1969.93
Rhode Island,California,4102.1
Rhode Island,Colorado,2884.82
Rhode Island,Connecticut,97.74
Rhode Island,Delaware,448.9
Rhode Island,District of Columbia,556.37
Rhode Island,Florida,1751.7
Rhode Island,Georgia,1453.4
Rhode Island,Hawaii,8119.8
Rhode Island,Idaho,3482.17
Rhode Island,Illinois,1495.69
Rhode Island,Indiana,1256.99
Rhode Island,Iowa,1816.8
Rhode Island,Kansas,2305.33
Rhode Island,Kentucky,1265.12
Rhode Island,Louisiana,2170.74
Rhode Island,Maine,450.9
Rhode Island,Maryland,531.26
Rhode Island,Massachusetts,68.09
Rhode Island,Michigan,1166.17
Rhode Island,Minnesota,1888.22
Rhode Island,Mississippi,1883.36
Rhode Island,Missouri,1817.33
Rhode Island,Montana,3061.91
Rhode Island,Nebraska,2343.37
Rhode Island,Nevada,3785.93
Rhode Island,New Hampshire,222.66
Rhode Island,New Jersey,309.98
Rhode Island,New Mexico,3116.07
Rhode Island,New York,356.73
Rhode Island,North Carolina,961.91
Rhode Island,North Dakota,2369.27
Rhode Island,Ohio,957.53
Rhode Island,Oklahoma,2347.15
Rhode Island,Oregon,3956.88
Rhode Island,Pennsylvania,530.41
Rhode Island,Rhode Island,0.0
Rhode Island,South Carolina,1189.53
Rhode Island,South Dakota,2343.44
Rhode Island,Tennessee,1436.17
Rhode Island,Texas,2715.57
Rhode Island,Utah,3380.27
Rhode Island,Vermont,280.81
Rhode Island,Virginia,777.76
Rhode Island,Washington,3872.34
Rhode Island,West Virginia,842.19
Rhode Island,Wisconsin,1531.56
Rhode Island,Wyoming,2947.33
South Carolina,Alabama,566.34
South Carolina,Alaska,5777.26
South Carolina,Arizona,2828.26
South Carolina,Arkansas,1066.51
South Carolina,California,3492.21
South Carolina,Colorado,2272.78
South Carolina,Connecticut,1116.64
South Carolina,Delaware,741.61
South Carolina,District of Columbia,654.21
South Carolina,Florida,604.48
South Carolina,Georgia,276.16
South Carolina,Hawaii,7475.96
South Carolina,Idaho,3109.77
South Carolina,Illinois,1003.19
South Carolina,Indiana,818.37
South Carolina,Iowa,1427.26
South Carolina,Kansas,1649.23
South Carolina,Kentucky,565.56
South Carolina,Louisiana,1089.34
South Carolina,Maine,1614.26
South Carolina,Maryland,678.36
South Carolina,Massachusetts,1220.44
South Carolina,Michigan,1221.38
South Carolina,Minnesota,1781.46
South Carolina,Mississippi,826.84
South Carolina,Missouri,1150.18
South Carolina,Montana,2815.67
South Carolina,Nebraska,1862.86
South Carolina,Nevada,3230.7
South Carolina,New Hampshire,1350.71
South Carolina,New Jersey,888.98
South Carolina,New Mexico,2319.79
South Carolina,New York,1106.67
South Carolina,North Carolina,228.34
South Carolina,North Dakota,2223.25
South Carolina,Ohio,726.65
South Carolina,Oklahoma,1529.16
South Carolina,Oregon,3575.7
South Carolina,Pennsylvania,819.65
South Carolina,Rhode Island,1189.53
South Carolina,South Carolina,0.0
South Carolina,South Dakota,2030.12
South Carolina,Tennessee,542.98
South Carolina,Texas,1747.29
South Carolina,Utah,2802.95
South Carolina,Vermont,1332.03
South Carolina,Virginia,440.55
South Carolina,Washington,3614.9
South Carolina,West Virginia,524.77
South Carolina,Wisconsin,1422.52
South Carolina,Wyoming,2521.42
South Dakota,Alabama,1738.47
South Dakota,Alaska,3873.27
South Dakota,Arizona,1495.64
South Dakota,Arkansas,1251.8
South Dakota,California,1806.64
South Dakota,Colorado,749.36
South Dakota,Connecticut,2252.07
South Dakota,Delaware,2135.21
South Dakota,District of Columbia,2020.13
South Dakota,Florida,2358.71
South Dakota,Georgia,1956.93
South Dakota,Hawaii,5786.58
South Dakota,Idaho,1144.74
South Dakota,Illinois,1032.13
South Dakota,Indiana,1256.09
South Dakota,Iowa,606.3
South Dakota,Kansas,678.59
South Dakota,Kentucky,1468.29
South Dakota,Louisiana,1650.1
South Dakota,Maine,2433.92
South Dakota,Maryland,2030.92
South Dakota,Massachusetts,2305.0
South Dakota,Michigan,1178.86
South Dakota,Minnesota,506.64
South Dakota,Mississippi,1589.29
South Dakota,Missouri,936.76
South Dakota,Montana,786.68
South Dakota,Nebraska,324.8
South Dakota,Nevada,1472.01
South Dakota,New Hampshire,2284.93
South Dakota,New Jersey,2149.46
South Dakota,New Mexico,1223.37
South Dakota,New York,1990.31
South Dakota,North Carolina,2026.4
South Dakota,North Dakota,334.61
South Dakota,Ohio,1505.01
South Dakota,Oklahoma,1010.38
South Dakota,Oregon,1622.37
South Dakota,Pennsylvania,1874.56
South Dakota,Rhode Island,2343.44
South Dakota,South Carolina,2030.12
South Dakota,South Dakota,0.0
South Dakota,Tennessee,1515.16
South Dakota,Texas,1441.6
South Dakota,Utah,1106.74
South Dakota,Vermont,2190.92
South Dakota,Virginia,1948.61
South Dakota,Washington,1597.61
South Dakota,West Virginia,1752.69
South Dakota,Wisconsin,813.0
South Dakota,Wyoming,611.57
Tennessee,Alabama,344.33
Tennessee,Alaska,5329.05
Tennessee,Arizona,2308.85
Tennessee,Arkansas,563.72
Tennessee,California,2954.94
Tennessee,Colorado,1731.05
Tennessee,Connecticut,1343.96
Tennessee,Delaware,1020.16
Tennessee,District of Columbia,892.93
Tennessee,Florida,881.53
Tennessee,Georgia,446.1
Tennessee,Hawaii,6952.33
Tennessee,Idaho,2571.67
Tennessee,Illinois,527.38
Tennessee,Indiana,448.04
Tennessee,Iowa,926.58
Tennessee,Kansas,1106.71
Tennessee,Kentucky,208.32
Tennessee,Louisiana,746.47
Tennessee,Maine,1785.89
Tennessee,Maryland,916.6
Tennessee,Massachusetts,1442.6
Tennessee,Michigan,945.94
Tennessee,Minnesota,1335.08
Tennessee,Mississippi,461.64
Tennessee,Missouri,609.41
Tennessee,Montana,2294.98
Tennessee,Nebraska,1326.56
Tennessee,Nevada,2689.06
Tennessee,New Hampshire,1531.15
Tennessee,New Jersey,1131.28
Tennessee,New Mexico,1805.22
Tennessee,New York,1218.72
Tennessee,North Carolina,630.87
Tennessee,North Dakota,1738.12
Tennessee,Ohio,582.11
Tennessee,Oklahoma,1008.16
Tennessee,Oregon,3035.24
Tennessee,Pennsylvania,931.41
Tennessee,Rhode Island,1436.17
Tennessee,South Carolina,542.98
Tennessee,South Dakota,1515.16
Tennessee,Tennessee,0.0
Tennessee,Texas,1296.93
Tennessee,Utah,2261.29
Tennessee,Vermont,1479.27
Tennessee,Virginia,694.74
Tennessee,Washington,3084.61
Tennessee,West Virginia,594.48
Tennessee,Wisconsin,1021.29
Tennessee,Wyoming,1982.86
Texas,Alabama,1187.87
Texas,Alaska,5125.22
Texas,Arizona,1193.94
Texas,Arkansas,745.64
Texas,California,1953.81
Texas,Colorado,1007.62
Texas,Connecticut,2620.21
Texas,Delaware,2315.02
Texas,District of Columbia,2186.12
Texas,Florida,1656.45
Texas,Georgia,1504.55
Texas,Hawaii,5786.01
Texas,Idaho,1955.14
Texas,Illinois,1318.58
Texas,Indiana,1503.13
Texas,Iowa,1285.61
Texas,Kansas,783.39
Texas,Kentucky,1450.93
Texas,Louisiana,699.79
Texas,Maine,3020.27
Texas,Maryland,2209.09
Texas,Massachusetts,2713.78
Texas,Michigan,1875.89
Texas,Minnesota,1699.51
Texas,Mississippi,922.38
Texas,Missouri,987.87
Texas,Montana,1940.55
Texas,Nebraska,1117.35
Texas,Nevada,1792.41
Texas,New Hampshire,2781.37
Texas,New Jersey,2418.21
Texas,New Mexico,712.4
Texas,New York,2454.06
Texas,North Carolina,1903.65
Texas,North Dakota,1776.2
Texas,Ohio,1780.17
Texas,Oklahoma,487.05
Texas,Oregon,2315.61
Texas,Pennsylvania,2191.59
Texas,Rhode Island,2715.57
Texas,South Carolina,1747.29
Texas,South Dakota,1441.6
Texas,Tennessee,1296.93
Texas,Texas,0.0
Texas,Utah,1415.91
Texas,Vermont,2715.25
Texas,Virginia,1991.65
Texas,Washington,2518.85
Texas,West Virginia,1877.91
Texas,Wisconsin,1671.15
Texas,Wyoming,1470.18
Utah,Alabama,2343.97
Utah,Alaska,3815.52
Utah,Arizona,558.32
Utah,Arkansas,1774.06
Utah,California,721.92
Utah,Colorado,530.24
Utah,Connecticut,3284.81
Utah,Delaware,3105.39
Utah,District of Columbia,2979.28
Utah,Florida,2931.7
Utah,Georgia,2638.92
Utah,Hawaii,4746.78
Utah,Idaho,611.28
Utah,Illinois,1924.85
Utah,Indiana,2174.27
Utah,Iowa,1563.55
Utah,Kansas,1155.35
Utah,Kentucky,2302.91
Utah,Louisiana,2005.35
Utah,Maine,3518.6
Utah,Maryland,2994.96
Utah,Massachusetts,3349.98
Utah,Michigan,2241.65
Utah,Minnesota,1613.3
Utah,Mississippi,2106.36
Utah,Missouri,1668.42
Utah,Montana,876.39
Utah,Nebraska,1036.91
Utah,Nevada,427.77
Utah,New Hampshire,3349.6
Utah,New Jersey,3149.33
Utah,New Mexico,735.31
Utah,New York,3038.19
Utah,North Carolina,2871.91
Utah,North Dakota,1279.41
Utah,Ohio,2464.65
Utah,Oklahoma,1318.78
Utah,Oregon,900.8
Utah,Pennsylvania,2875.72
Utah,Rhode Island,3380.27
Utah,South Carolina,2802.95
Utah,South Dakota,1106.74
Utah,Tennessee,2261.29
Utah,Texas,1415.91
Utah,Utah,0.0
Utah,Vermont,3258.98
Utah,Virginia,2857.23
Utah,Washington,1143.76
Utah,West Virginia,2678.29
Utah,Wisconsin,1884.81
Utah,Wyoming,536.05
Vermont,Alabama,1755.75
Vermont,Alaska,5239.74
Vermont,Arizona,3503.7
Vermont,Arkansas,1975.43
Vermont,California,3978.04
Vermont,Colorado,2781.88
Vermont,Connecticut,271.86
Vermont,Delaware,611.75
Vermont,District of Columbia,678.1
Vermont,Florida,1921.77
Vermont,Georgia,1576.96
Vermont,Hawaii,7977.49
Vermont,Idaho,3315.38
Vermont,Illinois,1436.69
Vermont,Indiana,1218.06
Vermont,Iowa,1706.27
Vermont,Kansas,2231.13
Vermont,Kentucky,1287.48
Vermont,Louisiana,2225.55
Vermont,Maine,307.29
Vermont,Maryland,654.38
Vermont,Massachusetts,212.73
Vermont,Michigan,1018.05
Vermont,Minnesota,1713.2
Vermont,Mississippi,1939.31
Vermont,Missouri,1771.46
Vermont,Montana,2878.04
Vermont,Nebraska,2226.69
Vermont,Nevada,3653.32
Vermont,New Hampshire,97.27
Vermont,New Jersey,461.57
Vermont,New Mexico,3055.04
Vermont,New York,262.4
Vermont,North Carolina,1105.75
Vermont,North Dakota,2183.09
Vermont,Ohio,935.42
Vermont,Oklahoma,2312.87
Vermont,Oregon,3785.5
Vermont,Pennsylvania,551.02
Vermont,Rhode Island,280.81
Vermont,South Carolina,1332.03
Vermont,South Dakota,2190.92
Vermont,Tennessee,1479.27
Vermont,Texas,2715.25
Vermont,Utah,3258.98
Vermont,Vermont,0.0
Vermont,Virginia,894.58
Vermont,Washington,3678.96
Vermont,West Virginia,897.4
Vermont,Wisconsin,1380.5
Vermont,Wyoming,2801.27
Virginia,Alabama,896.56
Virginia,Alaska,5539.96
Virginia,Arizona,2968.48
Virginia,Arkansas,1255.06
Virginia,California,3570.13
Virginia,Colorado,2333.69
Virginia,Connecticut,695.63
Virginia,Delaware,335.32
Virginia,District of Columbia,222.91
Virginia,Florida,1041.42
Virginia,Georgia,684.07
Virginia,Hawaii,7591.09
Virginia,Idaho,3079.1
Virginia,Illinois,940.59
Virginia,Indiana,697.43
Virginia,Iowa,1349.87
Virginia,Kansas,1715.07
Virginia,Kentucky,569.88
Virginia,Louisiana,1403.81
Virginia,Maine,1183.52
Virginia,Maryland,248.07
Virginia,Massachusetts,799.41
Virginia,Michigan,937.06
Virginia,Minnesota,1604.69
Virginia,Mississippi,1118.47
Virginia,Missouri,1198.38
Virginia,Montana,2728.12
Virginia,Nebraska,1849.81
Virginia,Nevada,3280.92
Virginia,New Hampshire,919.4
Virginia,New Jersey,468.41
Virginia,New Mexico,2474.22
Virginia,New York,666.18
Virginia,North Carolina,223.32
Virginia,North Dakota,2080.56
Virginia,Ohio,459.26
Virginia,Oklahoma,1679.75
Virginia,Oregon,3555.22
Virginia,Pennsylvania,383.6
Virginia,Rhode Island,777.76
Virginia,South Carolina,440.55
Virginia,South Dakota,1948.61
Virginia,Tennessee,694.74
Virginia,Texas,1991.65
Virginia,Utah,2857.23
Virginia,Vermont,894.58
Virginia,Virginia,0.0
Virginia,Washington,3544.89
Virginia,West Virginia,198.81
Virginia,Wisconsin,1222.26
Virginia,Wyoming,2502.52
Washington,Alabama,3257.63
Washington,Alaska,2677.81
Washington,Arizona,1630.99
Washington,Arkansas,2707.7
Washington,California,1135.68
Washington,Colorado,1523.59
Washington,Connecticut,3787.59
Washington,Delaware,3715.23
Washington,District of Columbia,3605.62
Washington,Florida,3876.4
Washington,Georgia,3513.17
Washington,Hawaii,4413.72
Washington,Idaho,564.34
Washington,Illinois,2626.81
Washington,Indiana,2853.7
Washington,Iowa,2202.58
Washington,Kansas,2043.79
Washington,Kentucky,3059.38
Washington,Louisiana,3023.65
Washington,Maine,3874.11
Washington,Maryland,3614.62
Washington,Massachusetts,3825.15
Washington,Michigan,2718.19
Washington,Minnesota,1988.84
Washington,Mississippi,3058.37
Washington,Missouri,2479.66
Washington,Montana,819.28
Washington,Nebraska,1760.57
Washington,Nevada,946.42
Washington,New Hampshire,3776.09
Washington,New Jersey,3713.98
Washington,New Mexico,1874.01
Washington,New York,3515.77
Washington,North Carolina,3622.74
Washington,North Dakota,1503.71
Washington,Ohio,3096.47
Washington,Oklahoma,2307.58
Washington,Oregon,383.44
Washington,Pennsylvania,3443.54
Washington,Rhode Island,3872.34
Washington,South Carolina,3614.9
Washington,South Dakota,1597.61
Washington,Tennessee,3084.61
Washington,Texas,2518.85
Washington,Utah,1143.76
Washington,Vermont,3678.96
Washington,Virginia,3544.89
Washington,Washington,0.0
Washington,West Virginia,3348.02
Washington,Wisconsin,2363.32
Washington,Wyoming,1122.75
West Virginia,Alabama,858.81
West Virginia,Alaska,5350.49
West Virginia,Arizona,2810.27
West Virginia,Arkansas,1133.18
West Virginia,California,3394.29
West Virginia,Colorado,2158.23
West Virginia,Connecticut,749.51
West Virginia,Delaware,446.1
West Virginia,District of Columbia,314.93
West Virginia,Florida,1123.11
West Virginia,Georgia,712.85
West Virginia,Hawaii,7418.79
West Virginia,Idaho,2886.2
West Virginia,Illinois,754.99
West Virginia,Indiana,507.69
West Virginia,Iowa,1156.72
West Virginia,Kansas,1545.28
West Virginia,Kentucky,428.42
West Virginia,Louisiana,1335.11
West Virginia,Maine,1201.05
West Virginia,Maryland,335.78
West Virginia,Massachusetts,848.24
West Virginia,Michigan,748.95
West Virginia,Minnesota,1406.19
West Virginia,Mississippi,1047.63
West Virginia,Missouri,1032.21
West Virginia,Montana,2530.71
West Virginia,Nebraska,1662.75
West Virginia,Nevada,3100.06
West Virginia,New Hampshire,942.01
West Virginia,New Jersey,540.37
West Virginia,New Mexico,2322.84
West Virginia,New York,643.43
West Virginia,North Carolina,359.55
West Virginia,North Dakota,1881.76
West Virginia,Ohio,261.28
West Virginia,Oklahoma,1534.88
West Virginia,Oregon,3362.92
West Virginia,Pennsylvania,346.7
West Virginia,Rhode Island,842.19
West Virginia,South Carolina,524.77
West Virginia,South Dakota,1752.69
West Virginia,Tennessee,594.48
West Virginia,Texas,1877.91
West Virginia,Utah,2678.29
West Virginia,Vermont,897.4
West Virginia,Virginia,198.81
West Virginia,Washington,3348.02
West Virginia,West Virginia,0.0
West Virginia,Wisconsin,1024.17
West Virginia,Wyoming,2312.16
Wisconsin,Alabama,1343.13
Wisconsin,Alaska,4355.14
Wisconsin,Arizona,2180.08
Wisconsin,Arkansas,1100.42
Wisconsin,California,2600.63
Wisconsin,Colorado,1432.44
Wisconsin,Connecticut,1441.19
Wisconsin,Delaware,1354.25
Wisconsin,District of Columbia,1249.85
Wisconsin,Florida,1896.68
Wisconsin,Georgia,1446.11
Wisconsin,Hawaii,6598.17
Wisconsin,Idaho,1951.12
Wisconsin,Illinois,513.25
Wisconsin,Indiana,608.03
Wisconsin,Iowa,400.95
Wisconsin,Kansas,975.24
Wisconsin,Kentucky,880.16
Wisconsin,Louisiana,1514.73
Wisconsin,Maine,1633.82
Wisconsin,Maryland,1256.84
Wisconsin,Massachusetts,1492.2
Wisconsin,Michigan,365.9
Wisconsin,Minnesota,384.14
Wisconsin,Mississippi,1319.98
Wisconsin,Missouri,725.79
Wisconsin,Montana,1545.15
Wisconsin,Nebraska,867.93
Wisconsin,Nevada,2273.42
Wisconsin,New Hampshire,1473.63
Wisconsin,New Jersey,1351.37
Wisconsin,New Mexico,1785.32
Wisconsin,New York,1177.55
Wisconsin,North Carolina,1351.22
Wisconsin,North Dakota,868.49
Wisconsin,Ohio,763.03
Wisconsin,Oklahoma,1188.51
Wisconsin,Oregon,2426.8
Wisconsin,Pennsylvania,1080.23
Wisconsin,Rhode Island,1531.56
Wisconsin,South Carolina,1422.52
Wisconsin,South Dakota,813.0
Wisconsin,Tennessee,1021.29
Wisconsin,Texas,1671.15
Wisconsin,Utah,1884.81
Wisconsin,Vermont,1380.5
Wisconsin,Virginia,1222.26
Wisconsin,Washington,2363.32
Wisconsin,West Virginia,1024.17
Wisconsin,Wisconsin,0.0
Wisconsin,Wyoming,1421.4
Wyoming,Alabama,2137.79
Wyoming,Alaska,3655.99
Wyoming,Arizona,1031.77
Wyoming,Arkansas,1584.99
Wyoming,California,1202.17
Wyoming,Colorado,474.93
Wyoming,Connecticut,2854.64
Wyoming,Delaware,2716.02
Wyoming,District of Columbia,2595.93
Wyoming,Florida,2754.82
Wyoming,Georgia,2401.45
Wyoming,Hawaii,5176.78
Wyoming,Idaho,588.85
Wyoming,Illinois,1563.45
Wyoming,Indiana,1805.37
Wyoming,Iowa,1157.83
Wyoming,Kansas,921.05
Wyoming,Kentucky,1980.41
Wyoming,Louisiana,1908.98
Wyoming,Maine,3045.45
Wyoming,Maryland,2608.73
Wyoming,Massachusetts,2910.9
Wyoming,Michigan,1786.45
Wyoming,Minnesota,1110.91
Wyoming,Mississippi,1935.62
Wyoming,Missouri,1373.63
Wyoming,Montana,479.75
Wyoming,Nebraska,659.81
Wyoming,Nevada,863.37
Wyoming,New Hampshire,2894.85
Wyoming,New Jersey,2741.26
Wyoming,New Mexico,961.56
Wyoming,New York,2596.33
Wyoming,North Carolina,2552.44
Wyoming,North Dakota,744.25
Wyoming,Ohio,2076.78
Wyoming,Oklahoma,1193.73
Wyoming,Oregon,1056.62
Wyoming,Pennsylvania,2465.59
Wyoming,Rhode Island,2947.33
Wyoming,South Carolina,2521.42
Wyoming,South Dakota,611.57
Wyoming,Tennessee,1982.86
Wyoming,Texas,1470.18
Wyoming,Utah,536.05
Wyoming,Vermont,2801.27
Wyoming,Virginia,2502.52
Wyoming,Washington,1122.75
Wyoming,West Virginia,2312.16
Wyoming,Wisconsin,1421.4
Wyoming,Wyoming,0.0
